t,y,a,b,c,d
0.463,0.023108445072698488,0.0,0.0,0.0,0.0
0.464,-0.011189779816458485,0.0,0.0,0.0,0.0
0.465,0.034001718892747924,0.0,0.0,0.0,0.0
0.466,-0.0024058264355919777,0.0,0.0,0.0,0.0
0.467,-0.027691363236004136,0.0,0.0,0.0,0.0
0.468,-5.103551151232951e-05,0.0,0.0,0.0,0.0
0.46900000000000003,0.010005167394605635,0.0,0.0,0.0,0.0
0.47000000000000003,0.007991499639149358,0.0,0.0,0.0,0.0
0.47100000000000003,-0.04119885320409668,0.0,0.0,0.0,0.0
0.47200000000000003,0.012655668502332566,0.0,0.0,0.0,0.0
0.47300000000000003,-0.0004891255950578534,0.0,0.0,0.0,0.0
0.47400000000000003,0.0529639744296173,0.0,0.0,0.0,0.0
0.47500000000000003,-0.06111530049077984,0.0,0.0,0.0,0.0
0.47600000000000003,-0.01577221018679377,0.0,0.0,0.0,0.0
0.47700000000000004,0.014410680557418537,0.0,0.0,0.0,0.0
0.47800000000000004,0.011098964857282529,0.0,0.0,0.0,0.0
0.47900000000000004,-0.029853423366235265,0.0,0.0,0.0,0.0
0.48,-0.018334643998341674,0.0,0.0,0.0,0.0
0.481,-0.03886734388656091,0.0,0.0,0.0,0.0
0.482,-0.03492449988755659,0.0,0.0,0.0,0.0
0.483,0.042169451477073294,0.0,0.0,0.0,0.0
0.484,-0.009019424435593532,0.0,0.0,0.0,0.0
0.485,0.02310992497976119,0.0,0.0,0.0,0.0
0.486,-0.034849802888021864,0.0,0.0,0.0,0.0
0.487,0.0019373260368916643,0.0,0.0,0.0,0.0
0.488,-0.00938556481164346,0.0,0.0,0.0,0.0
0.489,-0.021978053433831534,0.0,0.0,0.0,0.0
0.49,0.0018111306745549286,0.0,0.0,0.0,0.0
0.491,-0.0058200286455929555,0.0,0.0,0.0,0.0
0.492,-0.002928830114362512,0.0,0.0,0.0,0.0
0.493,-0.010747630045672904,0.0,0.0,0.0,0.0
0.494,0.04367802865749634,0.0,0.0,0.0,0.0
0.495,0.011110468653070476,0.0,0.0,0.0,0.0
0.496,-0.0014794767119843631,0.0,0.0,0.0,0.0
0.497,-0.0013055041603910378,0.0,0.0,0.0,0.0
0.498,0.016044130025857056,1.0,0.0,0.0,0.0
0.499,-0.014608820452664104,0.0,0.0,0.0,0.0
0.5,0.03998563571251557,0.0,0.0,0.0,0.0
0.501,-0.01619134822807928,0.0,0.0,0.0,0.0
0.502,0.045089484836107536,0.0,0.0,0.0,0.0
0.503,0.0032110136547308095,0.0,0.0,0.0,0.0
0.504,-0.006898166047257652,0.0,0.0,0.0,0.0
0.505,0.03339223313693359,0.0,0.0,0.0,0.0
0.506,-0.01955166042046344,0.0,0.0,0.0,0.0
0.507,-0.00655037387997284,0.0,0.0,0.0,0.0
0.508,-0.013164202570518205,0.0,0.0,0.0,0.0
0.509,0.000397295273241954,0.0,0.0,0.0,0.0
0.51,0.014791802605967134,0.0,0.0,0.0,0.0
0.511,-0.030970852360048956,0.0,0.0,0.0,0.0
0.512,0.03872132354140277,0.0,0.0,0.0,0.0
0.513,0.05236686611586232,0.0,0.0,0.0,0.0
0.514,0.0884158194586835,0.0,0.0,0.0,0.0
0.515,-0.06693213300510795,0.0,0.0,0.0,0.0
0.516,0.0322097982275873,0.0,0.0,0.0,0.0
0.517,0.030892163013908895,0.0,0.0,0.0,0.0
0.518,0.09877802818032604,0.0,0.0,0.0,0.0
0.519,0.041796928527449186,0.0,0.0,0.0,0.0
0.52,-0.0419793543276628,0.0,0.0,0.0,0.0
0.521,-0.007713816169597072,0.0,0.0,0.0,0.0
0.522,0.014291288218621736,0.0,0.0,0.0,0.0
0.523,0.02865017581152069,0.0,0.0,0.0,0.0
0.524,0.0458173642542472,0.0,0.0,0.0,0.0
0.525,-0.05620486447852237,0.0,0.0,0.0,0.0
0.526,-0.0026968762184109924,0.0,0.0,0.0,0.0
0.527,-0.014490569973322612,0.0,0.0,0.0,0.0
0.528,0.07060155367930325,0.0,0.0,0.0,0.0
0.529,0.04937112892350064,0.0,0.0,0.0,0.0
0.53,-0.011970101987462992,0.0,0.0,0.0,0.0
0.531,-0.007645913735027303,0.0,0.0,0.0,0.0
0.532,0.03503566537645263,0.0,0.0,0.0,0.0
0.533,0.00589880017343951,0.0,0.0,0.0,0.0
0.534,0.04757786246633797,0.0,0.0,0.0,0.0
0.535,0.03774082212887398,0.0,0.0,0.0,0.0
0.536,-0.01255597522122254,0.0,0.0,0.0,0.0
0.537,0.014598571959300182,0.0,0.0,0.0,0.0
0.538,-0.04654655219572739,0.0,0.0,0.0,0.0
0.539,0.022003886515295668,0.0,0.0,0.0,0.0
0.54,0.028089411953887172,0.0,0.0,0.0,0.0
0.541,-0.014354417328301741,0.0,0.0,0.0,0.0
0.542,0.006181125384614796,0.0,0.0,0.0,0.0
0.543,0.0007510829097575342,0.0,0.0,0.0,0.0
0.544,0.022573669939976157,0.0,0.0,0.0,0.0
0.545,0.039693022855978345,0.0,0.0,0.0,0.0
0.546,-0.01666146699540306,0.0,0.0,0.0,0.0
0.547,-0.05828577851702619,0.0,0.0,0.0,0.0
0.548,-0.03188110992328553,0.0,0.0,0.0,0.0
0.549,-0.009007569275443012,0.0,0.0,0.0,0.0
0.55,0.02219775591121516,0.0,0.0,0.0,0.0
0.551,0.006094988402625801,0.0,0.0,0.0,0.0
0.552,0.028382033740136432,0.0,0.0,0.0,0.0
0.553,0.06017358628576183,0.0,0.0,0.0,0.0
0.554,-0.015306722823022525,0.0,0.0,0.0,0.0
0.555,0.02202372915700137,0.0,0.0,0.0,0.0
0.556,0.03496513104027865,0.0,0.0,0.0,0.0
0.557,0.08073313182518004,0.0,0.0,0.0,0.0
0.558,0.04415990851239896,0.0,0.0,0.0,0.0
0.559,-0.0454536918819802,0.0,0.0,0.0,0.0
0.56,0.05179374903192145,0.0,0.0,0.0,0.0
0.561,0.027292494115873693,0.0,0.0,0.0,0.0
0.562,0.016589913034739792,0.0,0.0,0.0,0.0
0.5630000000000001,-0.02243381958971088,0.0,0.0,0.0,0.0
0.5640000000000001,0.06622632397385453,0.0,0.0,0.0,0.0
0.5650000000000001,0.00696452646360953,0.0,0.0,0.0,0.0
0.5660000000000001,0.028428261099038895,0.0,0.0,0.0,0.0
0.5670000000000001,0.008279191882748317,0.0,0.0,0.0,0.0
0.5680000000000001,0.0194226062108257,0.0,0.0,0.0,0.0
0.5690000000000001,0.01652030820756186,0.0,0.0,0.0,0.0
0.5700000000000001,-0.007523522963947033,0.0,0.0,0.0,0.0
0.5710000000000001,0.04251089499072141,0.0,0.0,0.0,0.0
0.5720000000000001,0.041714081813562946,0.0,0.0,0.0,0.0
0.5730000000000001,0.03293116611914253,0.0,0.0,0.0,0.0
0.5740000000000001,-0.02782840364515062,0.0,0.0,0.0,0.0
0.5750000000000001,-0.03191876091286945,0.0,0.0,0.0,0.0
0.5760000000000001,-0.011741894033311648,0.0,0.0,0.0,0.0
0.577,0.014512218455776434,0.0,0.0,0.0,0.0
0.578,0.030471993901859062,0.0,0.0,0.0,0.0
0.579,-0.025045641796360197,0.0,0.0,0.0,0.0
0.58,0.017387438141527566,0.0,0.0,0.0,0.0
0.581,-0.0036282306948365473,0.0,0.0,0.0,0.0
0.582,0.020706409342123137,0.0,0.0,0.0,0.0
0.583,0.0064477256903198825,0.0,0.0,0.0,0.0
0.584,-0.018781355654994662,0.0,0.0,0.0,0.0
0.585,0.03790531999847768,0.0,0.0,0.0,0.0
0.586,0.048594682785739515,0.0,0.0,0.0,0.0
0.587,0.009469412776588356,0.0,0.0,0.0,0.0
0.588,-0.001213094571658628,0.0,0.0,0.0,0.0
0.589,0.03304148182083458,0.0,0.0,0.0,0.0
0.59,0.005493599661436096,0.0,0.0,0.0,0.0
0.591,0.0002244802175519478,0.0,0.0,0.0,0.0
0.592,-0.0035824177829894225,0.0,0.0,0.0,0.0
0.593,0.007492251552367537,0.0,0.0,0.0,0.0
0.594,0.04184183744508686,0.0,0.0,0.0,0.0
0.595,0.024463868180215773,0.0,0.0,0.0,0.0
0.596,0.013989056845120234,0.0,0.0,0.0,0.0
0.597,0.006554011645621621,0.0,0.0,0.0,0.0
0.598,0.0386587230720427,0.0,0.0,0.0,0.0
0.599,0.02669839554401609,0.0,0.0,0.0,0.0
0.6,0.0009243927368084368,0.0,0.0,0.0,0.0
0.601,-0.03961396680037968,0.0,0.0,0.0,0.0
0.602,-0.035458072530774556,0.0,0.0,0.0,0.0
0.603,0.026218803633491407,0.0,0.0,0.0,0.0
0.604,0.027241089399731112,0.0,0.0,0.0,0.0
0.605,0.01650324458450268,0.0,0.0,0.0,0.0
0.606,0.06335605458397761,0.0,0.0,0.0,0.0
0.607,0.05415516170434562,0.0,0.0,0.0,0.0
0.608,-0.002009923069207104,0.0,0.0,0.0,0.0
0.609,0.013527841378982587,0.0,0.0,0.0,0.0
0.61,0.04677351229292157,0.0,0.0,0.0,0.0
0.611,0.06182315897040033,0.0,0.0,0.0,0.0
0.612,0.03184350518217116,0.0,0.0,0.0,0.0
0.613,-0.023016577655058254,0.0,0.0,0.0,0.0
0.614,0.05203466142300142,0.0,0.0,0.0,0.0
0.615,0.03648914263784901,0.0,0.0,0.0,0.0
0.616,0.024692862288792458,0.0,0.0,0.0,0.0
0.617,-0.019256376029318973,0.0,0.0,0.0,0.0
0.618,-3.877894939992993e-06,0.0,0.0,0.0,0.0
0.619,-0.01786219504170441,0.0,0.0,0.0,0.0
0.62,0.0037370421828620244,0.0,0.0,0.0,0.0
0.621,0.07962115561752303,0.0,0.0,0.0,0.0
0.622,0.028885947803696355,0.0,0.0,0.0,0.0
0.623,-0.020960658209483483,0.0,0.0,0.0,0.0
0.624,0.010366125768302498,0.0,0.0,0.0,0.0
0.625,-0.0025999280053922297,0.0,0.0,0.0,0.0
0.626,-0.005678426926093721,0.0,0.0,0.0,0.0
0.627,0.01378739870988952,0.0,0.0,0.0,0.0
0.628,-0.01653697582771437,0.0,0.0,0.0,0.0
0.629,0.004583520348535295,0.0,0.0,0.0,0.0
0.63,-0.0010522315127393118,0.0,0.0,0.0,0.0
0.631,0.045248946185959996,0.0,0.0,0.0,0.0
0.632,-0.008871899362667154,0.0,0.0,0.0,0.0
0.633,0.02231466765387926,0.0,0.0,0.0,0.0
0.634,-0.011964696584236937,0.0,0.0,0.0,0.0
0.635,0.05894494312343757,0.0,0.0,0.0,0.0
0.636,0.04578260535729414,0.0,0.0,0.0,0.0
0.637,0.02839305745280694,0.0,0.0,0.0,0.0
0.638,-0.009844878604495965,0.0,0.0,0.0,0.0
0.639,0.0036386682825196174,0.0,0.0,0.0,0.0
0.64,-0.01711741250485619,0.0,0.0,0.0,0.0
0.641,-0.01386363116314015,0.0,0.0,0.0,0.0
0.642,0.004878977675493204,0.0,0.0,0.0,0.0
0.643,-0.006880085742198509,0.0,0.0,0.0,0.0
0.644,0.010957083958357115,0.0,0.0,0.0,0.0
0.645,-0.0039961128207382235,0.0,0.0,0.0,0.0
0.646,-0.018974548569289356,0.0,0.0,0.0,0.0
0.647,0.026424443617385378,0.0,0.0,0.0,0.0
0.648,0.0099985038676095,0.0,0.0,0.0,0.0
0.649,-0.0216408130660759,0.0,0.0,0.0,0.0
0.65,-0.0009704703089487218,0.0,0.0,0.0,0.0
0.651,-0.029372143563856742,0.0,0.0,0.0,0.0
0.652,0.03348780435175388,0.0,0.0,0.0,0.0
0.653,0.06509420643240586,0.0,0.0,0.0,0.0
0.654,-0.004002927011349978,0.0,0.0,0.0,0.0
0.655,-0.008124492694108115,0.0,0.0,0.0,0.0
0.656,-0.010376481623203102,0.0,0.0,0.0,0.0
0.657,-0.013379414401908872,0.0,0.0,0.0,0.0
0.658,0.0815894414293605,0.0,0.0,0.0,0.0
0.659,0.06003670673608265,0.0,0.0,0.0,0.0
0.66,-0.017008331984107027,0.0,0.0,0.0,0.0
0.661,-0.02551768664956123,0.0,0.0,0.0,0.0
0.662,-0.0595231403251746,0.0,0.0,0.0,0.0
0.663,0.05527517030570134,0.0,0.0,0.0,0.0
0.664,-0.007659866645436218,0.0,0.0,0.0,0.0
0.665,-0.010825512568682388,0.0,0.0,0.0,0.0
0.666,0.05535347686495088,0.0,0.0,0.0,0.0
0.667,0.011469890038228521,0.0,0.0,0.0,0.0
0.668,0.01048752804510148,0.0,0.0,0.0,0.0
0.669,0.038420627209628744,0.0,0.0,0.0,0.0
0.67,0.002881339087312523,0.0,0.0,0.0,0.0
0.671,0.015494258796366959,0.0,0.0,0.0,0.0
0.672,0.007191066188067285,0.0,0.0,0.0,0.0
0.673,-0.06337611090624562,0.0,0.0,0.0,0.0
0.674,0.027485048306427486,0.0,0.0,0.0,0.0
0.675,0.06843545186888031,0.0,0.0,0.0,0.0
0.676,0.02232380496502596,0.0,0.0,0.0,0.0
0.677,-0.010058667474203881,0.0,0.0,0.0,0.0
0.678,0.01484267788363063,0.0,0.0,0.0,0.0
0.679,-0.0004333903252270021,0.0,0.0,0.0,0.0
0.68,0.051499587329562196,0.0,0.0,0.0,0.0
0.681,-0.044708311033056586,0.0,0.0,0.0,0.0
0.682,-0.019417981957009625,0.0,0.0,0.0,0.0
0.683,0.12820381448764728,0.0,0.0,0.0,0.0
0.684,-0.0259107957873176,0.0,0.0,0.0,0.0
0.685,0.029403553089405482,0.0,0.0,0.0,0.0
0.686,-0.033804267810081653,0.0,0.0,0.0,0.0
0.687,0.022169036340525194,0.0,0.0,0.0,0.0
0.6880000000000001,-0.016852907758527852,0.0,0.0,0.0,0.0
0.6890000000000001,0.005755546462769814,0.0,0.0,0.0,0.0
0.6900000000000001,0.051786760591981916,0.0,0.0,0.0,0.0
0.6910000000000001,0.0032780154820553345,0.0,0.0,0.0,0.0
0.6920000000000001,-0.010870870113671665,0.0,0.0,0.0,0.0
0.6930000000000001,0.03338416927330896,0.0,0.0,0.0,0.0
0.6940000000000001,-0.0142716633749746,0.0,0.0,0.0,0.0
0.6950000000000001,0.018165724882373783,0.0,0.0,0.0,0.0
0.6960000000000001,0.011814402867995248,0.0,0.0,0.0,0.0
0.6970000000000001,0.02208872045276135,0.0,0.0,0.0,0.0
0.6980000000000001,-0.012664519117583248,0.0,0.0,0.0,0.0
0.6990000000000001,-0.017293514404505612,0.0,0.0,0.0,0.0
0.7000000000000001,0.035780164984120066,0.0,0.0,0.0,0.0
0.7010000000000001,0.0026828300288751876,0.0,0.0,0.0,0.0
0.7020000000000001,0.004047871689352988,0.0,0.0,0.0,0.0
0.7030000000000001,-0.02312312740688027,0.0,0.0,0.0,0.0
0.704,0.012709305259820404,0.0,0.0,0.0,0.0
0.705,0.05528747497775055,0.0,0.0,0.0,0.0
0.706,-0.04820120417487403,0.0,0.0,0.0,0.0
0.707,0.029777863937181105,0.0,0.0,0.0,0.0
0.708,0.04992976648517064,0.0,0.0,0.0,0.0
0.709,-0.025952194779111593,0.0,0.0,0.0,0.0
0.71,-0.037397989263063126,0.0,0.0,0.0,0.0
0.711,0.00232814765281147,0.0,0.0,0.0,0.0
0.712,0.04755702571142311,0.0,0.0,0.0,0.0
0.713,0.05126327067210756,0.0,0.0,0.0,0.0
0.714,0.018086442625055568,0.0,0.0,0.0,0.0
0.715,-0.015714707078331856,0.0,0.0,0.0,0.0
0.716,0.009727571604749564,0.0,0.0,0.0,0.0
0.717,0.033733565058252965,0.0,0.0,0.0,0.0
0.718,0.0027580017966100647,0.0,0.0,0.0,0.0
0.719,0.005153034786603318,0.0,0.0,0.0,0.0
0.72,0.013767425213988679,0.0,0.0,0.0,0.0
0.721,-0.0027016305719659347,0.0,0.0,0.0,0.0
0.722,-0.02462230961798667,0.0,0.0,0.0,0.0
0.723,-0.0007781605025866962,0.0,0.0,0.0,0.0
0.724,0.018780442804363355,0.0,0.0,0.0,0.0
0.725,0.017408291973330218,0.0,0.0,0.0,0.0
0.726,0.04562553477891202,0.0,0.0,0.0,0.0
0.727,0.02825659144674872,0.0,0.0,0.0,0.0
0.728,-0.00031849420132767405,0.0,0.0,0.0,0.0
0.729,-0.013437502778812283,0.0,0.0,0.0,0.0
0.73,-0.0076004824456880355,0.0,0.0,0.0,0.0
0.731,0.0415130976039202,0.0,0.0,0.0,0.0
0.732,0.024663098984961024,0.0,0.0,0.0,0.0
0.733,0.009279071907647268,0.0,0.0,0.0,0.0
0.734,-0.010458525127972814,0.0,0.0,0.0,0.0
0.735,0.022430009652110228,0.0,0.0,0.0,0.0
0.736,0.012621907496312361,0.0,0.0,0.0,0.0
0.737,0.005004454395233296,0.0,0.0,0.0,0.0
0.738,0.015414962866272152,0.0,0.0,0.0,0.0
0.739,-0.05610835063913677,0.0,0.0,0.0,0.0
0.74,-0.010542748154323512,0.0,0.0,0.0,0.0
0.741,-0.002696968071624178,0.0,0.0,0.0,0.0
0.742,0.018245392086976217,0.0,0.0,0.0,0.0
0.743,0.05032785749844447,0.0,0.0,0.0,0.0
0.744,0.007167716826182717,0.0,0.0,0.0,0.0
0.745,0.0028683367360146173,0.0,0.0,0.0,0.0
0.746,0.005897812211352448,0.0,0.0,0.0,0.0
0.747,-0.013158183478670055,0.0,0.0,0.0,0.0
0.748,0.02054490499026449,0.0,0.0,0.0,0.0
0.749,-0.0038135606303324777,0.0,0.0,0.0,0.0
0.75,0.02510884446428923,0.0,0.0,0.0,0.0
0.751,-0.022233816909421514,0.0,0.0,0.0,0.0
0.752,-0.013601506256721815,0.0,0.0,0.0,0.0
0.753,0.021168734397307785,0.0,0.0,0.0,0.0
0.754,-0.06038653296244656,0.0,0.0,0.0,0.0
0.755,-0.01855641469742318,0.0,0.0,0.0,0.0
0.756,0.04979509250174324,0.0,0.0,0.0,0.0
0.757,0.008189221896400523,0.0,0.0,0.0,0.0
0.758,-0.04953703841031204,0.0,0.0,0.0,0.0
0.759,-0.06209423947438752,0.0,0.0,0.0,0.0
0.76,-0.0019555113321658487,0.0,0.0,0.0,0.0
0.761,0.0075913598322413555,0.0,0.0,0.0,0.0
0.762,-0.0021757067003772956,0.0,0.0,0.0,0.0
0.763,0.044886333302974965,0.0,0.0,0.0,0.0
0.764,0.018521804863697554,0.0,0.0,0.0,0.0
0.765,-0.0028641605690864057,0.0,0.0,0.0,0.0
0.766,0.03123850939664966,0.0,0.0,0.0,0.0
0.767,0.06278699825007929,0.0,0.0,0.0,0.0
0.768,-0.04346607501690025,0.0,0.0,0.0,0.0
0.769,-0.0139315894089633,0.0,0.0,0.0,0.0
0.77,-0.03399120740087143,0.0,0.0,0.0,0.0
0.771,-0.0009486548767668225,0.0,0.0,0.0,0.0
0.772,0.014044353800822817,0.0,0.0,0.0,0.0
0.773,0.007705870170587689,0.0,0.0,0.0,0.0
0.774,-0.02577932972361014,0.0,0.0,0.0,0.0
0.775,0.027305249168933843,0.0,0.0,0.0,0.0
0.776,0.02596772886442021,0.0,0.0,0.0,0.0
0.777,0.022100256047754757,0.0,0.0,0.0,0.0
0.778,-0.04302084725731074,0.0,0.0,0.0,0.0
0.779,0.03150187045207388,0.0,0.0,0.0,0.0
0.78,0.021088321512646856,0.0,0.0,0.0,0.0
0.781,-0.03849820606366998,0.0,0.0,0.0,0.0
0.782,-0.02240289007396605,0.0,0.0,0.0,0.0
0.783,0.02389988953703847,0.0,0.0,0.0,0.0
0.784,0.03904729711734643,0.0,0.0,0.0,0.0
0.785,0.04589319262890852,0.0,0.0,0.0,0.0
0.786,0.0010317240838221328,0.0,0.0,0.0,0.0
0.787,0.008353578063509974,0.0,0.0,0.0,0.0
0.788,0.004840684555214818,0.0,0.0,0.0,0.0
0.789,-0.015712705967438644,0.0,0.0,0.0,0.0
0.79,0.022187706497289177,0.0,0.0,0.0,0.0
0.791,0.004912342197137368,0.0,0.0,0.0,0.0
0.792,-0.023074770278065752,0.0,0.0,0.0,0.0
0.793,0.07777058012658175,0.0,0.0,0.0,0.0
0.794,0.05044750673594223,0.0,0.0,0.0,0.0
0.795,0.015210478879840204,0.0,0.0,0.0,0.0
0.796,0.03168734914027847,0.0,0.0,0.0,0.0
0.797,-0.01448880438301296,0.0,0.0,0.0,0.0
0.798,-0.03542098007256228,0.0,0.0,0.0,0.0
0.799,-0.013317566051358008,0.0,0.0,0.0,0.0
0.8,-0.005390513247483618,0.0,0.0,0.0,0.0
0.801,0.012702323686206354,0.0,0.0,0.0,0.0
0.802,0.0069565635509915074,0.0,0.0,0.0,0.0
0.803,-0.05147611844727184,0.0,0.0,0.0,0.0
0.804,0.04462047304902246,0.0,0.0,0.0,0.0
0.805,-0.026896355827777226,0.0,0.0,0.0,0.0
0.806,-0.01166761729006737,0.0,0.0,0.0,0.0
0.807,0.0542874354066763,0.0,0.0,0.0,0.0
0.808,0.013082023780102592,0.0,0.0,0.0,0.0
0.809,0.05856963509595865,0.0,0.0,0.0,0.0
0.81,0.018505216536570505,0.0,0.0,0.0,0.0
0.811,0.03791388328531009,0.0,0.0,0.0,0.0
0.812,-0.003436611201518003,0.0,0.0,0.0,0.0
0.8130000000000001,0.029528491415140877,0.0,0.0,0.0,0.0
0.8140000000000001,0.022330149924271205,0.0,0.0,0.0,0.0
0.8150000000000001,0.04126936610336468,0.0,0.0,0.0,0.0
0.8160000000000001,0.013973803371202942,0.0,0.0,0.0,0.0
0.8170000000000001,-0.013872697775652622,0.0,0.0,0.0,0.0
0.8180000000000001,0.025992306781159262,0.0,0.0,0.0,0.0
0.8190000000000001,-0.005833565273894042,0.0,0.0,0.0,0.0
0.8200000000000001,0.013235705990253954,0.0,0.0,0.0,0.0
0.8210000000000001,0.04993474329210015,0.0,0.0,0.0,0.0
0.8220000000000001,-0.014979524014505342,0.0,0.0,0.0,0.0
0.8230000000000001,0.009862275751597902,0.0,0.0,0.0,0.0
0.8240000000000001,0.027955651357819807,0.0,0.0,0.0,0.0
0.8250000000000001,0.022656663290104136,0.0,0.0,0.0,0.0
0.8260000000000001,0.010258319739919091,0.0,0.0,0.0,0.0
0.8270000000000001,0.003010847051134616,0.0,0.0,0.0,0.0
0.8280000000000001,0.06303608656362483,0.0,0.0,0.0,0.0
0.8290000000000001,-0.026058721100832398,0.0,0.0,0.0,0.0
0.8300000000000001,-0.02348041560674844,0.0,0.0,0.0,0.0
0.8310000000000001,-0.016470985325475855,0.0,0.0,0.0,0.0
0.8320000000000001,0.02796038719413385,0.0,0.0,0.0,0.0
0.833,0.01313015625059191,0.0,0.0,0.0,0.0
0.834,-0.007525388481605033,0.0,0.0,0.0,0.0
0.835,-0.02462434648337486,0.0,0.0,0.0,0.0
0.836,0.009324431689317339,0.0,0.0,0.0,0.0
0.837,0.012974022762824916,0.0,0.0,0.0,0.0
0.838,0.0071579784945866014,0.0,0.0,0.0,0.0
0.839,-0.019215650906188445,0.0,0.0,0.0,0.0
0.84,0.012086068204465178,0.0,0.0,0.0,0.0
0.841,0.04426419713890389,0.0,0.0,0.0,0.0
0.842,-0.01139190829448253,0.0,0.0,0.0,0.0
0.843,0.03362700044027872,0.0,0.0,0.0,0.0
0.844,-0.010346428236381471,0.0,0.0,0.0,0.0
0.845,-0.005681748876482654,0.0,0.0,0.0,0.0
0.846,-0.04573787984587833,0.0,0.0,0.0,0.0
0.847,0.029167974675587086,0.0,0.0,0.0,0.0
0.848,0.027674099228637797,0.0,0.0,0.0,0.0
0.849,-0.015384245693190982,0.0,0.0,0.0,0.0
0.85,0.03636038576532502,0.0,0.0,0.0,0.0
0.851,0.004671315061002756,0.0,0.0,0.0,0.0
0.852,0.04058505901331105,0.0,0.0,0.0,0.0
0.853,-0.007489324157983916,0.0,0.0,0.0,0.0
0.854,0.04337364942204349,0.0,0.0,0.0,0.0
0.855,0.0066054084719625004,0.0,0.0,0.0,0.0
0.856,0.030697398795790955,0.0,0.0,0.0,0.0
0.857,0.01139342125343951,0.0,0.0,0.0,0.0
0.858,0.014964414859106321,0.0,0.0,0.0,0.0
0.859,-0.01912192989310914,0.0,0.0,0.0,0.0
0.86,0.01126828877508838,0.0,0.0,0.0,0.0
0.861,0.037692615384563546,0.0,0.0,0.0,0.0
0.862,0.03012665502578049,0.0,0.0,0.0,0.0
0.863,-0.04384640733351376,0.0,0.0,0.0,0.0
0.864,0.044457968840557194,0.0,0.0,0.0,0.0
0.865,-0.048486464142747585,0.0,0.0,0.0,0.0
0.866,-0.008578781968762127,0.0,0.0,0.0,0.0
0.867,-0.06471717999951357,0.0,0.0,0.0,0.0
0.868,0.01588125642065997,0.0,0.0,0.0,0.0
0.869,0.003320604078192419,0.0,0.0,0.0,0.0
0.87,0.017598969055699992,0.0,0.0,0.0,0.0
0.871,-0.03217693014210783,0.0,0.0,0.0,0.0
0.872,0.05140204358152686,0.0,0.0,0.0,0.0
0.873,0.031151085496225542,0.0,0.0,0.0,0.0
0.874,0.0368344767465542,0.0,0.0,0.0,0.0
0.875,0.05766724605452078,0.0,0.0,0.0,0.0
0.876,0.04344319916177714,0.0,0.0,0.0,0.0
0.877,0.042988083804043065,0.0,0.0,0.0,0.0
0.878,0.021566864235480113,0.0,0.0,0.0,0.0
0.879,-0.03516295844094876,0.0,0.0,0.0,0.0
0.88,-0.02071773197245766,0.0,0.0,0.0,0.0
0.881,-0.01888950190278247,0.0,0.0,0.0,0.0
0.882,0.04006128209738799,0.0,0.0,0.0,0.0
0.883,0.07094448319290199,0.0,0.0,0.0,0.0
0.884,0.045508620924969365,0.0,0.0,0.0,0.0
0.885,0.0321694500661847,0.0,0.0,0.0,0.0
0.886,0.037508410606894964,0.0,0.0,0.0,0.0
0.887,0.017356986064829258,0.0,0.0,0.0,0.0
0.888,0.048213238847930176,0.0,0.0,0.0,0.0
0.889,0.07611344301981668,0.0,0.0,0.0,0.0
0.89,0.0302480425561766,0.0,0.0,0.0,0.0
0.891,0.018212844327600113,0.0,0.0,0.0,0.0
0.892,-0.018204303520123505,0.0,0.0,0.0,0.0
0.893,0.025592212822732132,0.0,0.0,0.0,0.0
0.894,0.009419558649186425,0.0,0.0,0.0,0.0
0.895,-0.007095768452698032,0.0,0.0,0.0,0.0
0.896,0.017235516731293126,0.0,0.0,0.0,0.0
0.897,0.04110391788003351,0.0,0.0,0.0,0.0
0.898,0.02499260343125871,0.0,0.0,0.0,0.0
0.899,-0.03142498630748533,0.0,0.0,0.0,0.0
0.9,0.00019309617270118866,0.0,0.0,0.0,0.0
0.901,0.010164602182426262,0.0,0.0,0.0,0.0
0.902,0.019763976485773396,0.0,0.0,0.0,0.0
0.903,-0.005373410928843766,0.0,0.0,0.0,0.0
0.904,-0.013884812022975226,0.0,0.0,0.0,0.0
0.905,-0.037854137532166085,0.0,0.0,0.0,0.0
0.906,0.03854980782520108,0.0,0.0,0.0,0.0
0.907,-0.057986110832649526,0.0,0.0,0.0,0.0
0.908,-0.028165272706270245,0.0,0.0,0.0,0.0
0.909,-0.010764835763559289,0.0,0.0,0.0,0.0
0.91,0.021630038213531894,0.0,0.0,0.0,0.0
0.911,0.03020569032969669,0.0,0.0,0.0,0.0
0.912,-0.02232874999607142,0.0,0.0,0.0,0.0
0.913,-0.0054937999697422454,0.0,0.0,0.0,0.0
0.914,-0.05401426658974244,0.0,0.0,0.0,0.0
0.915,-0.0004675122375216653,0.0,0.0,0.0,0.0
0.916,0.004918233246435641,0.0,0.0,0.0,0.0
0.917,0.0038328610716557333,0.0,0.0,0.0,0.0
0.918,-0.015188110507227601,0.0,0.0,0.0,0.0
0.919,0.006437949933884848,0.0,0.0,0.0,0.0
0.92,-0.06197432850931475,0.0,0.0,0.0,0.0
0.921,-0.06535424663927397,0.0,0.0,0.0,0.0
0.922,0.023790564369720258,0.0,0.0,0.0,0.0
0.923,-0.014030124593899587,0.0,0.0,0.0,0.0
0.924,0.04168619389591832,0.0,0.0,0.0,0.0
0.925,0.01874673509039734,0.0,0.0,0.0,0.0
